,p,sep1,sed1
0,0.0005,0.38,0.38
1,0.00056,0.5892857142857143,0.5892857142857143
2,0.0006200062000620006,0.7258064516129032,0.7258064516129032
3,0.0006500325016250812,0.8307692307692308,0.8307692307692308
4,0.0007100497034792435,0.8450704225352113,0.8450704225352113
5,0.0007700770077007701,0.8181818181818182,0.8181818181818182
6,0.0008001280204832773,0.8625,0.8625
7,0.000880158428517133,0.7954545454545454,0.7954545454545454
8,0.0009602016423448924,0.71875,0.71875
9,0.0010602438560869,0.7641509433962265,0.7641509433962265
10,0.0011702925731432857,0.717948717948718,0.717948717948718
11,0.0013003380879028548,0.6846153846153846,0.6846153846153846
12,0.0014204119194566424,0.6690140845070423,0.6690140845070423
13,0.0015205017655826423,0.6644736842105263,0.6644736842105263
14,0.0016106120325723775,0.639751552795031,0.639751552795031
15,0.0017507002801120449,0.6571428571428571,0.6571428571428571
16,0.0018907752178393142,0.6455026455026455,0.6455026455026455
17,0.00195091693095755,0.6256410256410256,0.6256410256410256
18,0.002131044211663715,0.6572769953051644,0.6572769953051644
19,0.0023112480739599386,0.6190476190476191,0.6190476190476191
20,0.0025214372192149527,0.6150793650793651,0.6150793650793651
21,0.002721660212729765,0.6470588235294118,0.6470588235294118
22,0.0029019733418724734,0.6448275862068965,0.6448275862068965
23,0.0031121473816933683,0.6655948553054662,0.6655948553054662
24,0.00333233263284299,0.6876876876876877,0.6876876876876877
25,0.003582687015261446,0.6983240223463687,0.6983240223463687
26,0.003913169667430619,0.6777493606138107,0.6777493606138107
27,0.0042034888957835,0.6785714285714286,0.6785714285714286
28,0.004484080513267073,0.6964285714285714,0.6964285714285714
29,0.004824583354186477,0.7157676348547718,0.7157676348547718
30,0.005255150047046105,0.6723809523809524,0.6723809523809524
31,0.0057860174581564824,0.6626297577854672,0.6626297577854672
32,0.006247059176869863,0.6714743589743589,0.6714743589743589
33,0.0067085869913489264,0.6507462686567164,0.6507462686567164
34,0.007180052072902063,0.6541143654114365,0.6541143654114365
35,0.007742310273334602,0.6455368693402329,0.6455368693402329
36,0.00826462839225429,0.6533333333333333,0.6533333333333333
37,0.008986895363282971,0.6577480490523969,0.6577480490523969
38,0.00963947173290046,0.6528066528066528,0.6528066528066528
39,0.010412386631257204,0.6448508180943214,0.6448508180943214
