,S,I,R,Q,SQ,total_tested_individual,positive_results,number_of_total_tests,n_star,number_of_group_tests,TP,TN,FP,FN,n_star_by_sim,mean_day,is_increasing,v_mean,v_std,v_pt_0,v_pt_15,v_pt_25,v_pt_50,v_pt_75,v_pt_85,v_pt_100,day,PPV,NPV,I_all,total_sample
29,99250,533,123,0,94,14520,41,1666,20,726,41,14438,8,33,20,0.314888300904421,True,4.357150009458478,2.7531628977694322,0.0,0.5087606551282986,2.066442290772676,4.716182494816161,6.581879308881876,7.319149709181424,10.390334102028943,29,0.8367346938775511,0.9977195770852049,750,14520
30,99186,575,137,0,102,14520,39,1666,20,726,39,14428,11,42,20,0.31714449704529873,True,4.365907442657074,2.743440554168831,0.0,0.6260732644579184,2.004478383575031,4.803889749287967,6.632118281678593,7.226810230841689,10.958609563436752,30,0.78,0.9970974429854872,814,14520
31,99117,615,150,0,118,12920,47,1666,20,646,47,12820,10,43,20,0.3153171784743549,True,4.394611699252229,2.710656078386421,0.0,0.6341715936665113,2.0217353633479385,4.904454551657442,6.702939773699924,7.457388742026737,9.004531336524984,31,0.8245614035087719,0.9966570784420431,883,12920
32,99043,633,164,41,119,12120,43,1646,20,606,43,12041,6,30,20,0.30959945285403,True,4.4396860307523625,2.658917097552577,0.0,0.6975299891371942,2.320005378881226,4.817562866997967,6.606430365834372,7.390083771998397,9.652413764535334,32,0.8775510204081632,0.9975147046640709,957,12120
33,98967,645,179,80,129,12120,51,1666,20,606,51,12014,15,40,20,0.3065245635097375,True,4.1777450055802205,2.6597666010985486,0.0,0.34136329759970363,1.9097892153017697,4.494482444577395,6.324567384758662,7.129135353841233,9.83220911728372,33,0.7727272727272727,0.9966815994690559,1033,12120
34,98890,655,198,127,130,12120,53,1666,20,606,53,12011,11,45,20,0.3005608637908916,True,4.198532478819029,2.6323370976111065,0.0,0.5303513322399297,2.0427189585009247,4.233546730247559,6.397667583447785,7.16285073180288,9.267803750021773,34,0.828125,0.9962674187126742,1110,12120
35,98812,669,213,170,136,11577,46,1492,15,772,46,11485,8,38,15,0.2900501501911342,True,4.216442997633229,2.6047661972924936,0.0,0.7572018415219193,2.3159801532616595,4.265347291544597,6.574512582161808,7.162401814865683,9.013517595334918,35,0.8518518518518519,0.996702247678556,1188,11577
36,98732,665,238,221,144,13290,48,1666,15,886,48,13202,8,32,15,0.27532205839627133,True,4.378199152462398,3.0308974805734104,0.0,0.0,1.3041309171854414,5.071355605791038,7.006576082955141,7.638533621590796,13.341430683594899,36,0.8571428571428571,0.9975819857941666,1268,13290
37,98653,661,268,272,146,12195,50,1653,15,813,50,12116,6,23,15,0.26649664743193663,True,4.4768941557707,3.0619267407263884,0.0,0.0,1.3351520196203903,5.341940973266571,7.126896859770815,7.56774888787405,12.8023722879695,37,0.8928571428571429,0.998105280500865,1347,12195
38,98574,663,296,314,153,12000,53,1655,15,800,53,11908,5,34,15,0.2760566607692695,True,4.654478684370645,3.073391079223206,0.0,0.08794744904560538,1.5465907673550523,5.6170100242166905,7.183639629220995,7.742020577933228,12.263313892344101,38,0.9137931034482759,0.9971529057109362,1426,12000
39,98495,686,315,346,158,11685,52,1664,15,779,52,11598,7,28,15,0.270937212724327,True,4.64832672419404,3.055616467171099,0.0,0.0,1.4290949317322887,5.664327218404059,7.068575652954083,7.677832504328634,11.724255496718703,39,0.8813559322033898,0.9975916050232239,1505,11685
40,98413,698,344,388,157,12165,57,1666,15,811,57,12069,10,29,15,0.27218852344983885,True,4.689540111216593,2.858393675222766,0.0,0.5179969195985713,2.0364087466273557,5.462957832882073,7.122353017106718,7.452859744464886,10.241121666081208,40,0.8507462686567164,0.9976029095718301,1587,12165
41,98330,695,373,430,172,11280,56,1652,15,752,56,11187,3,34,15,0.27119668160503385,True,4.776339434505876,2.7445188991630247,0.0,0.7085026083547015,2.537741767836999,5.600924206378755,6.925677902199001,7.574367647846229,9.760447571790179,41,0.9491525423728814,0.9969699670261117,1670,11280
42,98247,713,408,469,163,9915,66,1666,15,661,66,9801,16,32,15,0.2640932308957362,True,4.940251841983968,2.6877813527152075,0.0,1.0697153597957834,3.153766007119925,5.821571807013709,7.0448984106880115,7.542592646888728,10.074255208586996,42,0.8048780487804879,0.9967456523949965,1753,9915
43,98162,710,444,508,176,7062,35,1026,15,471,35,7007,4,16,15,0.263794359291558,True,5.113547748193476,2.598413214276773,0.0,1.9503712557920396,3.582201555147615,5.708300420876541,7.1943003530001945,7.674216190872269,9.050985487563992,43,0.8974358974358975,0.9977217713227965,1838,7062
44,98078,708,483,548,183,13740,46,1666,15,916,46,13651,10,33,15,0.25901758456414264,True,4.867353300499617,2.8752790453162644,0.0,0.5414118876988616,2.4221259002147546,5.682708792936151,7.119233743806877,7.635121687423649,11.111946709962934,44,0.8214285714285714,0.997588424437299,1922,13740
45,97994,711,532,586,177,13785,47,1654,15,919,47,13695,5,38,15,0.2652240058680769,True,4.995490850247432,2.891176702007828,0.0,0.35046011264968585,2.7500705680075814,5.994124191150837,7.206990412525092,7.7208361757162525,10.834018429066267,45,0.9038461538461539,0.9972329425471492,2006,13785
46,97910,731,572,603,184,12480,51,1657,15,832,51,12394,6,29,15,0.26632212310553693,True,4.989482789733356,2.829191383658311,0.0,0.6520556080959484,2.5997246333835506,5.863502587601354,7.178122468328397,7.59318475368438,10.965142307555757,46,0.8947368421052632,0.9976656202205586,2090,12480
47,97823,757,626,601,193,11610,52,1659,15,774,52,11520,11,27,15,0.2628357231416552,True,5.057939122204326,2.7112889369376196,0.0,0.9707863911772379,3.682432392862895,5.826586635079592,6.968561993678762,7.516805977049307,10.921555286207232,47,0.8253968253968254,0.9976617303195635,2177,11610
48,97733,768,688,614,197,10620,66,1653,15,708,66,10512,11,31,15,0.265975089345769,True,5.058757779428548,2.6007336652345794,0.0,1.5102472957861635,3.620728799885356,5.673596028968786,7.038355851478983,7.528561909103756,9.93041767031533,48,0.8571428571428571,0.9970596604382055,2267,10620
49,97642,788,751,624,195,11490,60,1666,15,766,60,11391,6,33,15,0.27101684802083315,True,4.899030353031047,2.492631892235545,0.0,1.4178867066086545,3.416722440988856,5.454640855409216,6.8891802245772285,7.325658924552042,9.348553645660537,49,0.9090909090909091,0.9971113445378151,2358,11490
50,97549,817,795,643,196,9690,68,1666,15,646,68,9590,10,22,15,0.26934593746673147,True,5.000414869711853,2.539063427440126,0.0,1.3852420401197822,3.5279218406687045,5.625492896951059,6.794502517464796,7.511331581968409,9.262872039283165,50,0.8717948717948718,0.9977111943404078,2451,9690
51,97453,816,869,665,197,5819,41,988,15,388,41,5747,7,24,15,0.26585613231408783,True,4.530502060555465,2.521228132875637,0.0,1.3975658219986928,2.522828481021108,5.065881688773306,6.446737117744611,7.268634026231531,8.651795098639553,51,0.8541666666666666,0.9958412753422284,2547,5819
52,97357,821,931,684,207,12390,54,1666,15,826,54,12301,7,28,15,0.26706642625294735,True,4.871486774424833,2.8821501812121135,0.0,0.21414807753658407,2.5075979617314497,5.6437226800258635,7.079308060305058,7.716749051900438,11.422334798482348,52,0.8852459016393442,0.9977289317868441,2643,12390
53,97260,831,982,715,212,11295,58,1653,15,753,58,11196,8,33,15,0.2717603562375143,True,4.740866628261518,2.936169255108618,0.0,0.09697210346346666,2.012668041968606,5.5833437554645435,7.192782566485041,7.614345363170642,10.902753877412216,53,0.8787878787878788,0.9970611808709591,2740,11295
54,97162,846,1051,715,226,11715,58,1666,15,781,58,11614,6,37,15,0.27280490681409314,True,4.778238632799695,2.8651324662538133,0.0,0.1280621688379434,2.310135214183872,5.578139575539278,7.031301967072347,7.5473075394750495,9.941483734347287,54,0.90625,0.9968243069264441,2838,11715
55,97063,873,1118,720,226,10605,61,1652,15,707,61,10508,5,31,15,0.27401255291874693,True,4.799795548232437,2.836397231186056,0.0,0.32914881531630497,2.470556708685187,5.636369162198559,6.988867263087702,7.604622202794419,10.145430399084113,55,0.9242424242424242,0.997058544453933,2937,10605
56,96961,896,1188,729,226,9315,66,1656,15,621,66,9203,14,32,15,0.27290480304687953,True,4.750506377349354,2.709372008711171,0.0,0.4953787564628829,2.9771616175174165,5.514511086746506,6.804446402515419,7.413753750179879,9.542857330553153,56,0.825,0.9965349214943151,3039,9315
57,96856,913,1265,737,229,11340,52,1656,15,756,52,11246,4,38,15,0.27230167998940885,True,4.802412504724303,2.71623122403927,0.0,0.5026216821824834,2.90826147296143,5.516719204539013,6.792475330543085,7.364254554997002,12.412384420814739,57,0.9285714285714286,0.9966323998582063,3144,11340
58,96749,917,1357,738,239,9390,71,1661,15,626,71,9266,16,37,15,0.27478452769488215,True,4.973387992410378,2.6152428289586465,0.0,1.7582113810192457,3.4904632930132524,5.380968694306121,6.90361618754946,7.4959003275470595,15.971736235923292,58,0.8160919540229885,0.9960227883478447,3251,9390
59,96642,940,1440,743,235,8970,72,1663,15,598,72,8849,13,36,15,0.2736666112155216,True,4.876455045214781,2.580250761674173,0.0,1.7792572425149686,3.3061324598087842,5.327894199009101,6.6930877930497115,7.1963520140939545,15.140736348646277,59,0.8470588235294118,0.9959482273494654,3358,8970
60,96532,957,1528,737,246,4022,36,794,15,269,36,3962,8,16,15,0.2681614215081684,True,4.809281902241429,2.2140831474966736,0.0,2.065696340195634,2.6941796306035464,5.020005260617382,6.386436074971527,7.03993047652348,8.434771249026133,60,0.8181818181818182,0.9959778783308195,3468,4022
61,96420,965,1604,762,249,9195,65,1663,15,613,65,9094,10,26,15,0.2593474538761032,True,4.817123786921597,2.8568622869454314,0.0,0.05054022960844211,2.4047199706246976,5.726534091238584,6.9938544225664465,7.565800165433078,13.478736574092247,61,0.8666666666666667,0.9971491228070175,3580,9195
62,96308,961,1685,791,255,10515,55,1661,15,701,55,10418,7,35,15,0.26664753958660886,True,4.879539679803196,2.804825673623741,0.0,0.7398738616296507,2.6474281822313412,5.717279662375178,7.057470775282873,7.644214461857332,12.054416678925179,62,0.8870967741935484,0.9966516789438439,3692,10515
63,96196,1010,1760,778,256,9615,67,1661,15,641,67,9513,13,22,15,0.27095363713441845,True,4.913563619991952,2.762621999487204,0.0,0.75362794939354,3.004755498340706,5.695749597977255,7.04891304500115,7.5586004559620354,11.06174176926988,63,0.8375,0.9976927110644992,3804,9615
64,96079,1043,1833,781,264,8340,68,1666,15,556,68,8248,4,20,15,0.2721162243275621,True,4.923249969438582,2.7456823296995827,0.0,1.0501817000514808,2.9179778693107523,5.60037331505575,6.995923172350897,7.4841223742095675,16.492699717398988,64,0.9444444444444444,0.9975810353168844,3921,8340
65,95958,1070,1910,792,270,9240,68,1666,15,616,68,9119,11,42,15,0.27486544919138484,True,4.787614957828644,2.7054306333585063,0.0,1.0377128307047154,2.767920170324103,5.377101906388072,6.789465322957135,7.402283574839503,15.50257389132177,65,0.8607594936708861,0.9954153476694684,4042,9240
66,95834,1091,1986,811,278,9165,72,1661,15,611,72,9041,13,39,15,0.28182643447803735,True,4.827366591769584,2.756282054606646,0.0,0.7033015780646095,2.909212205566318,5.3872529912787614,6.940708251684204,7.4816569324481375,14.512448065244554,66,0.8470588235294118,0.995704845814978,4166,9165
67,95708,1119,2078,808,287,8550,75,1665,15,570,75,8428,10,37,15,0.2802445338622065,True,4.768762812000819,2.75389869597779,0.0,1.1134056450591778,2.688089612165716,5.213417284763377,6.922294521687917,7.556721594616837,13.522322239167336,67,0.8823529411764706,0.9956290608387478,4292,8550
68,95579,1144,2169,821,287,8145,81,1653,15,543,81,8018,9,37,15,0.28660395650958936,True,4.865394659114961,2.602790418810568,0.0,1.605979926400388,2.9004027666527246,5.356609243238269,6.798960269215453,7.494437263865731,12.53219641309012,68,0.9,0.9954065797641216,4421,8145
69,95447,1166,2253,834,300,8235,73,1659,15,549,73,8110,7,45,15,0.28448397386273133,True,4.69287607504988,2.6013805137284263,0.0,1.0999465091108318,2.9644811061670744,5.234796605528958,6.609278951913635,7.192774307512588,11.542070587012901,69,0.9125,0.9944819129368485,4553,8235
70,95312,1175,2327,865,321,7900,71,1510,10,790,71,7771,5,53,10,0.2853681112208843,True,4.379348085047073,2.7917083203565958,0.0,0.5426119278819106,2.1109802423549406,4.601426826864456,6.583288054208489,7.087073962344205,11.948360941672673,70,0.9342105263157895,0.9932259713701431,4688,7900
71,95177,1190,2434,881,318,9060,69,1666,10,906,69,8952,9,30,10,0.2816654691834201,True,4.769433920000315,2.9222822754282247,0.0,0.3660936940687837,2.341417000298781,5.450393274223351,7.060297733342902,7.636279246227135,20.276830234028722,71,0.8846153846153846,0.9966599866399466,4823,9060
72,95040,1211,2531,895,323,9960,64,1666,10,996,64,9848,5,43,10,0.27620653068073586,True,4.78632693978863,2.931349610319213,0.0,0.36649782560633265,2.2271357422323383,5.5551458009674475,7.084095946133441,7.636332806710435,17.08821333174811,72,0.927536231884058,0.9956526134870084,4960,9960
73,94901,1234,2632,915,318,9260,66,1666,10,926,66,9149,5,40,10,0.2821417312249298,True,4.821087034347169,2.9172333524073477,0.0,0.26257945643249236,2.2453963547608424,5.634644948561321,7.042145448330501,7.692077833861513,13.899596429467497,73,0.9295774647887324,0.9956469692023071,5099,9260
74,94759,1276,2729,909,327,8060,82,1666,10,806,82,7940,8,30,10,0.27906491754144214,True,4.887048082328522,2.768205556949497,0.0,0.9006647226458058,2.886521766441136,5.584622833730259,6.97868265533734,7.626202572072788,11.249790922705984,74,0.9111111111111111,0.9962358845671268,5241,8060
75,94613,1297,2857,896,337,8560,77,1666,10,856,77,8439,9,35,10,0.2827056336388114,True,4.851344437184284,2.6997719196689536,0.0,0.9703430183989536,2.853786091570773,5.57623373738363,6.934260253220721,7.462843446212791,10.58375868092376,75,0.8953488372093024,0.9958697191409016,5387,8560
76,94465,1331,2954,902,348,7860,88,1666,10,786,88,7719,13,40,10,0.2841163731504971,True,4.840448153218845,2.660389004273146,0.0,1.0921217532059937,2.775048471761255,5.45557566580925,6.873909991908835,7.5227142815074926,10.301578648657754,76,0.8712871287128713,0.9948446964815053,5535,7860
77,94313,1349,3047,928,363,7947,85,1666,9,883,85,7822,6,34,9,0.28509879969564583,True,4.717210680354866,2.6546095424665554,0.0,0.9797754754587067,2.693868253017783,5.30895960555135,6.779066153817708,7.312336056969039,11.801884157637154,77,0.9340659340659341,0.9956720977596741,5687,7947
78,94159,1382,3150,944,365,7542,84,1666,9,838,84,7408,6,44,9,0.28065173430176327,True,4.599663407419748,2.6402389564126434,0.0,0.9546289553844278,2.775538349901188,5.021989115232575,6.682806519610207,7.222983501672663,11.045245508425772,78,0.9333333333333333,0.9940955448201825,5841,7542
79,94002,1392,3261,976,369,8028,88,1666,9,892,88,7891,6,43,9,0.2808039449875473,True,4.511717150154891,2.5692927211278325,0.0,0.871547477385566,2.6923767107914935,4.909831635837225,6.522748857037791,7.143873338771998,10.274444450682848,79,0.9361702127659575,0.9945802873708092,5998,8028
80,93844,1415,3369,995,377,7911,86,1662,9,879,86,7759,7,59,9,0.2787857379054571,True,4.364751928487096,2.6547098706676424,0.0,0.714212967932973,2.254273577007447,4.567145512286515,6.631971608038175,7.1567078288587025,9.77678434062808,80,0.9247311827956989,0.9924533128677411,6156,7911
81,93683,1431,3479,1010,397,4470,53,992,9,497,53,4373,9,35,9,0.2813532838429057,True,4.72721783013632,2.2271174153140203,0.0,2.336109336889533,3.2965892637209486,4.5747267885072045,6.44012286166118,7.140038272388827,9.64247895593322,81,0.8548387096774194,0.992059891107078,6317,4470
82,93521,1457,3585,1028,409,8433,77,1666,9,937,77,8302,3,51,9,0.27930684724240656,True,4.720316138999723,2.7823159865393947,0.0,0.6038814391265724,2.511951581360462,5.447987661469014,6.944343285113574,7.453149578902217,10.962617453506882,82,0.9625,0.9938944091943015,6479,8433
83,93356,1470,3707,1038,429,8973,75,1663,9,997,75,8865,0,33,9,0.2769035647952703,True,4.766561213712382,2.805029382922246,0.0,0.45544787566531886,2.4157746285039483,5.5379752640409015,6.920997556174803,7.501464259427789,12.675533348770731,83,1.0,0.9962913014160486,6644,8973
84,93190,1508,3826,1027,449,8433,67,1666,9,937,67,8321,7,38,9,0.2785570693059235,True,4.6715459437997495,2.8285585929308437,0.0,0.16810876474467706,2.3067618187457715,5.412991166580671,6.927759122402775,7.517577681021938,14.126243805678152,84,0.9054054054054054,0.9954540016748414,6810,8433
85,93020,1553,3926,1034,467,7461,91,1666,9,829,91,7323,9,38,9,0.2836399666402689,True,4.687019538057914,2.7615207656709813,0.0,0.41559821136201697,2.4526975790696217,5.390341721810343,6.89964245492275,7.402315958124318,12.76503107840736,85,0.91,0.9948376579269121,6980,7461
86,92845,1604,4060,1025,466,8352,79,1666,9,928,79,8213,6,54,9,0.2876003194164686,True,4.6800886267321085,2.63794487167731,0.0,1.0231684046694123,2.8582286130635848,5.232147344319278,6.784467269387084,7.342019398397927,11.403818351136566,86,0.9294117647058824,0.993468005322366,7155,8352
87,92665,1671,4176,1035,453,7056,93,1666,9,784,93,6915,7,41,9,0.2889043518563429,True,4.686122507421966,2.6108126062571206,0.0,0.8588074452302626,2.8655292570590265,5.286556788548912,6.649444060231423,7.183095485065158,10.764814141304752,87,0.93,0.9941058079355952,7335,7056
88,92478,1710,4307,1046,459,6894,99,1666,9,766,99,6749,10,36,9,0.29229278383852697,True,4.658138858643452,2.6362752389975093,0.0,0.7687065849543048,2.6582461692860524,5.312150756184637,6.6269829395952105,7.274238002382666,10.718120636683578,88,0.908256880733945,0.9946941783345615,7522,6894
89,92287,1762,4437,1049,465,7461,88,1666,9,829,88,7316,8,49,9,0.29171633091106186,True,4.438027533991533,2.6769087889676753,0.0,0.6077273929866852,2.2805986397375415,4.984288148715521,6.511648020600447,7.175348058256868,10.596035033231308,89,0.9166666666666666,0.993346911065852,7713,7461
90,92090,1794,4574,1061,481,6894,101,1666,9,766,101,6732,9,52,9,0.2923717550337763,True,4.3350620659109245,2.659843008461278,0.0,0.6163594118481002,2.2244828180905563,4.704291576425561,6.444249337722731,7.160409407380362,10.413758403998898,90,0.9181818181818182,0.9923349056603774,7910,6894
91,91890,1830,4708,1077,495,7218,102,1666,9,802,102,7032,7,77,9,0.29233492708788517,True,4.337628271466371,2.6457033962292527,0.0,0.7830742835548884,2.545572264871158,4.502271268376561,6.493248709228886,7.12314127115309,14.781163040886891,91,0.9357798165137615,0.9891686594457729,8110,7218
92,91687,1873,4836,1092,512,6975,100,1666,9,775,100,6808,7,60,9,0.2907668413294024,True,4.387010686837369,2.5949288361691267,0.0,0.6538398357446852,2.43181825830552,4.862510788900044,6.425820472221757,7.071174131555081,10.223462376848842,92,0.9345794392523364,0.9912638322655795,8313,6975
93,91479,1911,4960,1128,522,4235,73,1137,9,471,73,4117,6,39,9,0.28960786432547975,True,4.665750416397252,2.602168170264142,0.0,1.7687186183730983,2.7751486731645,5.1324649463517735,6.578491031113476,7.281050532183843,9.904580904376116,93,0.9240506329113924,0.9906159769008662,8521,4235
94,91268,1948,5111,1148,525,7056,91,1657,9,784,91,6917,10,38,9,0.2909736166492324,True,4.618710779070717,2.836030980685539,0.0,0.5134523480028753,2.1208625826757856,5.218918859551457,6.870074495028166,7.527292485559746,12.505829934865588,94,0.900990099009901,0.9945363048166787,8732,7056
95,91053,1978,5233,1184,552,6813,102,1666,9,757,102,6662,8,41,9,0.293750590052847,True,4.6291001144844675,2.8121339320412955,0.0,0.5728770194482263,2.209825830633168,5.195066831161171,6.878779408847965,7.588463479702487,11.207965051594291,95,0.9272727272727272,0.9938833358197822,8947,6813
96,90835,2049,5380,1172,564,7218,93,1666,9,802,93,7065,20,40,9,0.2976163679222223,True,4.655976628605682,2.8412425914449626,0.0,0.35439330988436113,2.1585086743752107,5.306060416281654,6.952307397884568,7.58310570906951,11.673514992864213,96,0.8230088495575221,0.9943701618578465,9165,7218
97,90610,2112,5536,1160,582,7065,99,1658,9,785,99,6911,6,49,9,0.2988448036013343,True,4.65390645701249,2.807092691156266,0.0,0.34239833745451936,2.4735336208783325,5.236538231774265,6.9161859316740415,7.500561144208541,10.938845988091359,97,0.9428571428571428,0.9929597701149425,9390,7065
98,90379,2150,5673,1191,607,6615,92,1666,7,945,92,6474,6,43,7,0.30266859658869805,True,4.675611533565776,2.7520839578037064,0.0,0.6709346974200829,2.7040222443431317,5.2598571739396025,6.872773428144585,7.458587763337058,15.034127745886906,98,0.9387755102040817,0.9934018720270062,9621,6615
