,S,I,R,Q,SQ,total_tested_individual,positive_results,number_of_total_tests,n_star,number_of_group_tests,TP,TN,FP,FN,n_star_by_sim,mean_day,is_increasing,v_mean,v_std,v_pt_0,v_pt_15,v_pt_25,v_pt_50,v_pt_75,v_pt_85,v_pt_100,day,PPV,NPV,I_all,total_sample
27,99653,75,94,148,30,26455,13,1512,30,882,13,26425,8,9,30,0.2378426764068422,True,4.258125429898427,3.0470663579809805,0.0,0.3972290413331892,0.6579973271060771,5.310415797158289,6.580757628745767,7.1214365975147285,8.528878351218113,27,0.6190476190476191,0.9996595293939623,347,26455
28,99644,73,105,150,28,31470,7,1649,30,1049,7,31450,7,6,30,0.23948439447837536,True,4.842101009367134,3.098247483446135,0.0,0.0,1.1620992319954504,5.868485089397819,7.1483784804940536,7.863544232236045,9.565833374711252,28,0.5,0.9998092573753815,356,31470
29,99635,70,120,149,26,31080,11,1666,30,1036,11,31056,5,8,30,0.21749325729918756,True,5.1709021595207725,3.0679981439736084,0.0,0.0,3.8637703273616175,6.0961389970620985,7.434178250014856,8.267942047638382,9.464212385356703,29,0.6875,0.9997424671645635,365,31080
30,99627,64,134,150,25,27324,12,1481,30,911,12,27303,5,4,30,0.22724285967703364,True,5.782612771315032,2.8184127292864063,0.0,2.367745865708162,4.427563909589179,7.026927156615142,7.886435191690532,8.143782972370179,8.75023815923559,30,0.7058823529411765,0.9998535174131176,373,27324
31,99619,68,145,144,24,27510,20,1637,30,917,20,27479,8,3,30,0.24062455636457364,True,5.12581022895908,3.019290723416106,0.0,0.0,2.0170425165838064,6.57784825442687,7.430450052476084,7.7403499803243765,8.720445524867978,31,0.7142857142857143,0.999890837639182,381,27510
32,99611,70,158,141,20,32640,8,1658,30,1088,8,32622,2,8,30,0.2433209450637951,True,4.397116477940226,3.4073468558908635,0.0,0.0,0.0,6.018726541291979,7.21055676203942,7.52584141594724,10.165138451394235,32,0.8,0.9997548268464603,389,32640
33,99603,66,166,147,18,29280,10,1666,30,976,10,29260,7,3,30,0.24863686134977056,True,5.949915202943861,2.813309694381125,0.0,3.3362487881911393,5.78727529096454,6.879738756770574,7.839246392299252,8.143190858529685,9.213308739607136,33,0.5882352941176471,0.9998974814612309,397,29280
34,99595,62,174,153,16,456,0,16,30,16,0,456,0,0,30,0.23876997489233892,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,,1.0,405,456
35,99588,55,185,152,20,32880,9,1666,30,1096,9,32864,3,4,30,0.21733669402960212,True,5.1874470540615825,2.519455637776583,0.0,1.7804506486693406,3.8029410977030667,6.144762081387837,6.903853951284008,7.422582586688447,8.24143481584467,35,0.75,0.9998783010831204,412,32880
36,99581,50,198,152,19,34680,8,1666,30,1156,8,34664,4,4,30,0.239477099005266,True,4.762848351200623,3.400156267745426,0.0,0.0,0.007322824329929825,6.424805875145205,7.336479113024209,7.840152158350168,9.389900102746648,36,0.6666666666666666,0.9998846198223146,419,34680
37,99575,56,215,137,17,22321,8,1225,30,745,8,22303,5,5,30,0.2581762027028505,True,4.715432452629841,3.168697770916144,0.0,0.0,2.317648592266807,5.972453664301367,6.903485159026545,7.921838089037337,8.807571872255034,37,0.6153846153846154,0.9997758651604806,425,22321
38,99568,56,227,133,16,29280,9,1666,30,976,9,29259,6,6,30,0.24372307315787226,True,5.058230673339752,2.9630667201316143,0.0,1.0577402340253779,2.405813878121534,5.92177362124475,7.4803236042459815,8.219727938955456,9.450683380810004,38,0.6,0.9997949769349052,432,29280
39,99561,53,243,128,15,31830,10,1661,30,1061,10,31812,6,2,30,0.21743603915217713,True,5.763055121064837,3.2607235450376066,0.0,0.0,5.099123045050774,7.499640488432242,7.771457910637531,8.267174924446772,9.679120081768108,39,0.625,0.9999371345948325,439,31830
40,99555,49,259,125,12,28793,9,1530,30,960,9,28772,8,4,30,0.22495311557388745,True,5.899673422312412,3.441417105968966,0.0,0.7562670656083581,3.0213361761112,7.226290294899167,8.213297590816241,8.46882602446866,10.426571987931679,40,0.5294117647058824,0.9998609952738393,445,28793
41,99549,48,269,123,11,34680,9,1666,30,1156,9,34657,10,4,30,0.24858746296416065,True,5.427936809763084,3.101982629799439,0.0,0.7506036364191403,2.1268482407199887,6.898079977762227,7.751920433157802,7.818686221678769,9.311358159925149,41,0.47368421052631576,0.9998845965205851,451,34680
42,99543,45,278,123,11,32880,8,1666,30,1096,8,32860,8,4,30,0.25531278724012757,True,4.939643341533166,3.0330965637618306,0.0,0.0,3.1600734323787565,6.240116331998882,7.380347744415265,7.552990257284579,8.19614433191862,42,0.5,0.9998782862706913,457,32880
43,99538,42,289,122,9,22359,3,1046,30,746,3,22352,4,0,30,0.266811003460226,True,6.717672778234959,1.1744421170031383,5.195753719953886,5.7078128133435,6.0491855422699095,6.902617364585933,7.478632307375493,7.709038284491317,8.054647250165054,43,0.42857142857142855,1.0,462,22359
44,99533,43,297,118,9,31980,5,1666,30,1066,5,31968,4,3,30,0.27856479708836857,True,5.178732611417875,2.7041113048386816,0.0,1.8868685881758953,3.4012644256399507,6.4760497582805705,7.337497818148763,7.518222277163323,8.562828097092948,44,0.5555555555555556,0.9999061649619968,467,31980
45,99528,43,309,110,10,36480,7,1666,30,1216,7,36468,1,4,30,0.29601242523479593,True,5.458735429595371,3.00627065978772,0.0,0.0,4.590173864929067,6.758974569108719,7.437511818182042,7.821509168106767,8.777671857966432,45,0.875,0.9998903268260584,472,36480
46,99523,44,321,103,9,21466,5,1016,30,716,5,21456,1,4,30,0.27821847691373075,True,3.9671655460015955,3.2043864757696716,0.0,0.0,0.0,5.928986765126037,6.971537228495367,7.0050196513352745,7.093463370264515,46,0.8333333333333334,0.9998136067101584,477,21466
47,99518,44,327,102,9,31080,12,1666,30,1036,12,31059,8,1,30,0.25274611752201476,True,5.673590735168007,2.8941045665832386,0.0,1.5864173661490109,4.5446964592712416,6.466448874456149,7.852371682691681,8.262415983269818,9.450666944741723,47,0.6,0.999967804249839,482,31080
48,99513,39,344,95,9,32700,9,1660,30,1090,9,32684,5,2,30,0.2436237721697161,True,5.257141517974995,3.230330171850561,0.0,0.0,4.032466666949958,6.16050156512146,7.642635118824389,7.7172479373885485,10.60737249940384,48,0.6428571428571429,0.9999388117236737,487,32700
49,99508,39,353,93,7,26163,6,1173,30,873,6,26154,1,2,30,0.22541648221858906,True,6.1091157522986395,2.4591986194670445,1.5487783799160488,3.001542494902263,5.073694177096933,6.8427033303344365,7.86563752411068,7.99437000725436,9.148234146139679,49,0.8571428571428571,0.999923535708824,492,26163
50,99503,35,362,93,7,32880,9,1666,30,1096,9,32861,9,1,30,0.24127707209772037,True,5.591187117973363,2.8380149290004844,0.0,1.2740573743483496,4.846462168965264,6.830658043942699,7.5206929564986496,7.915863107149438,8.972214320031743,50,0.5,0.9999695697157811,497,32880
51,99499,29,371,92,9,39180,5,1666,30,1306,5,39166,6,3,30,0.25142811708328267,True,4.667944586084376,2.8953928046690973,0.0,0.0,3.169226946826383,4.966778291172297,7.328972228859058,7.565516847049857,8.332322486629266,51,0.45454545454545453,0.9999234088181981,501,39180
52,99496,28,379,90,7,17891,5,987,30,597,5,17883,3,0,30,0.2819281906346393,True,7.158266095949837,0.44908705854595865,6.362770643544929,6.8132923637123675,7.113640177157326,7.141208333851278,7.5324385567601055,7.575972241430282,7.641272768435547,52,0.625,1.0,504,17891
53,99493,26,385,88,8,38280,2,1666,30,1276,2,38274,3,1,30,0.311298816038785,True,5.488185293231393,2.5386592991574597,0.53960028454812,2.268484316313552,4.04117596411166,6.375425093958258,7.3369324196220695,7.583299567350647,8.645469533804809,53,0.4,0.9999738732854344,507,38280
54,99490,25,395,83,7,32850,9,1665,30,1095,9,32835,4,2,30,0.29076387998381265,True,6.112947526176337,2.0712027877356864,0.0,5.300177456715357,5.882728684053739,6.24502490330113,7.472221639923234,7.9308002712726156,8.140782143097782,54,0.6923076923076923,0.9999390930962024,510,32850
55,99487,23,400,85,5,18830,2,928,30,628,2,18825,2,1,30,0.30245373933073244,True,5.06886822198024,3.584331098138329,0.0,2.271152974064989,3.7852549567749816,7.570509913549963,7.60330233297036,7.616419300738519,7.636094752390757,55,0.5,0.9999468819717412,513,18830
56,99484,25,409,77,5,32880,5,1666,30,1096,5,32869,4,2,30,0.33288469824448746,True,5.328967824516576,2.8019030500490936,0.0,0.4721563188699541,5.047038121807526,6.4843399334478695,7.140758963482764,7.230174447380186,8.232321602192817,56,0.5555555555555556,0.9999391560950381,516,32880
57,99481,22,415,77,5,39180,1,1666,30,1306,1,39178,0,1,30,0.24229674349667799,True,3.4349946538590617,2.971647421563937,0.0,0.04666265340232304,0.07777108900387174,4.395618664137148,5.0944558836146685,6.09952458318465,7.60712763253962,57,1.0,0.9999744761224125,519,39180
58,99478,20,424,73,5,17911,2,898,30,598,2,17907,1,1,30,0.2660900302212663,True,5.065272469330508,3.1298395572564415,0.6444394340545728,2.576877542715616,3.865169615156312,7.085899796258051,7.2756889869684755,7.351604663252647,7.465478177678901,58,0.6666666666666666,0.9999441590350682,522,17911
59,99476,21,431,67,5,38970,3,1659,30,1299,3,38960,3,4,30,0.2729088749801318,True,4.516434720622608,3.1374421425861114,0.0,0.0,1.8224585136618887,4.986890611539026,7.295183324318436,7.566614345809211,9.18244405761998,59,0.5,0.9998973411354071,524,38970
60,99473,22,438,61,6,36090,5,1653,30,1203,5,36080,4,1,30,0.25161663646333127,True,6.762120147200477,1.7237638352993425,3.5213766200014223,5.791237373325566,6.11153303660214,6.659626983366084,7.724459984061818,8.171452876915925,9.481851385707927,60,0.5555555555555556,0.9999722845819129,527,36090
61,99470,22,445,59,4,14924,0,618,30,498,0,14922,1,1,30,0.27180823477810123,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.999932989345306,530,14924
62,99467,22,451,55,5,32880,5,1666,30,1096,5,32868,7,0,30,0.2890740388340423,True,4.191121490198014,3.173224060578754,0.0,0.0,0.0,5.703847938574147,6.933765803376371,7.314489520586555,7.806640836682121,62,0.4166666666666667,1.0,533,32880
63,99464,21,452,58,5,37380,2,1666,30,1246,2,37368,4,6,30,0.2705547801358936,True,2.878710735041596,3.0158823551122302,0.0,0.0,0.0,2.4399515167628136,4.808222228768835,6.910988587238249,8.18796020674459,63,0.3333333333333333,0.9998394605875742,536,37380
64,99461,23,459,52,5,19735,1,868,30,658,1,19731,1,2,30,0.2548124856266486,True,3.589649741692474,2.6906066731903855,1.2900535847796384,1.537239607005874,1.7020302884900316,2.1140069922004248,4.739447820148893,5.78962415132828,7.36488864809736,64,0.5,0.9998986469366037,539,19735
65,99458,21,465,50,6,36480,3,1666,30,1216,3,36471,4,2,30,0.23210082094738996,True,4.78519170608308,3.595948303306508,0.0,0.5104210271916972,1.4272152537745586,5.4499472313432324,7.996455619930483,8.56908164792711,10.066659407740513,65,0.42857142857142855,0.9999451649165136,542,36480
66,99455,21,469,49,6,34680,1,1666,30,1156,1,34672,4,3,30,0.24643433858699945,True,5.185183460284677,2.8651375786285325,1.2769723554997516,1.5410581415221438,2.466184087930936,5.617145693845423,7.622221233853873,8.529694493494873,9.180439308186997,66,0.2,0.9999134823359769,545,34680
67,99452,21,471,48,8,18839,8,988,30,628,8,18828,3,0,30,0.22644067765996254,True,7.62948783891647,1.4111049822536927,4.572326514151287,6.946621134637459,6.984423072792727,7.9529387085221845,8.51930368588896,8.595560836937516,9.522777253563238,67,0.7272727272727273,1.0,548,18839
68,99449,21,476,48,6,33780,6,1666,30,1126,6,33764,7,3,30,0.2479512947599243,True,5.8931490302289795,3.16916300891357,0.0,0.49542136254206154,5.798443301491809,7.000900860692008,7.912268651785689,8.425880674490521,9.402379670911623,68,0.46153846153846156,0.9999111558622323,551,33780
69,99446,23,482,43,6,39180,5,1666,30,1306,5,39173,2,0,30,0.24454349194869682,True,6.378921559309682,2.5271831361953754,0.0,6.014476314618984,6.034327586480701,6.323953230221176,7.428004510460318,8.703388995016862,9.175922189018683,69,0.7142857142857143,1.0,554,39180
70,99443,18,488,46,5,17042,2,719,30,569,2,17035,4,1,30,0.22184003319483442,True,5.293198694147443,3.813861040246072,0.0,2.1128008299036303,3.5213347165060505,7.042669433012101,7.939798041221164,8.29864948450479,8.836926649430227,70,0.3333333333333333,0.9999413007748298,557,17042
71,99441,16,491,46,6,34680,3,1666,30,1156,3,34674,2,1,30,0.19092462165559312,True,4.926559540508961,3.6191493356535402,0.0,0.0,0.406942284207378,6.875755533122598,8.103209633244072,8.281935985060032,8.338259508296757,71,0.6,0.999971160778659,559,34680
72,99439,15,500,41,5,35580,2,1666,30,1186,2,35572,5,1,30,0.19470559822702008,True,4.9638278461008,3.092865863512814,0.0,1.6885767923476127,2.814294653912688,6.271999278115668,7.804816073151089,7.854101334020475,7.928029225324556,72,0.2857142857142857,0.9999718887920614,561,35580
73,99437,15,504,39,5,19743,1,869,30,659,1,19740,2,0,30,0.20149040648477318,True,6.643036018314804,0.0,6.643036018314804,6.643036018314804,6.643036018314804,6.643036018314804,6.643036018314804,6.643036018314804,6.643036018314804,73,0.3333333333333333,1.0,563,19743
74,99435,15,508,37,5,32910,4,1637,30,1097,4,32902,4,0,30,0.2189326393717624,True,6.657265723177161,1.9564610979391486,1.6863587236592206,6.122639451768142,6.6017888144666195,7.113690485556953,7.18023574902303,7.740501519711498,9.295539792192244,74,0.5,1.0,565,32910
75,99433,15,508,39,5,34680,3,1666,30,1156,3,34671,5,1,30,0.23253594807881667,True,6.4620238662213225,1.5387787871801561,3.7785584432462263,5.391223177320492,5.960306078146075,6.406476436994094,7.272210316036052,7.784759853971164,8.80826097918008,75,0.375,0.999971158283341,567,34680
76,99431,16,509,40,4,22425,1,988,30,748,1,22421,3,0,30,0.23965430682278574,True,8.320982166167914,0.0,8.320982166167914,8.320982166167914,8.320982166167914,8.320982166167914,8.320982166167914,8.320982166167914,8.320982166167914,76,0.25,1.0,569,22425
77,99429,15,514,37,5,40590,1,1653,30,1353,1,40584,3,2,30,0.25176631003756317,True,4.776698978030385,3.303680371816489,0.0,0.20249396092810285,1.0124698046405145,5.707958162784035,7.83370335315575,8.18760624515952,8.312439826179482,77,0.25,0.9999507219238161,571,40590
78,99427,15,517,37,4,37380,3,1666,30,1246,3,37369,6,2,30,0.2538881720949922,True,4.9463054369065205,3.8297910612644346,0.0,0.3551028209256246,0.591838034876041,7.346424540143585,7.9848730702215835,8.314280457849506,8.80839153929139,78,0.3333333333333333,0.999946482566696,573,37380
79,99425,16,523,34,2,12043,0,582,30,402,0,12042,0,1,30,0.22966710737267382,True,2.5126747116520716,0.0,2.5126747116520716,2.5126747116520716,2.5126747116520716,2.5126747116520716,2.5126747116520716,2.5126747116520716,2.5126747116520716,79,,0.9999169642115752,575,12043
80,99423,15,526,34,2,37380,3,1666,30,1246,3,37374,3,0,30,0.19691164572615952,True,5.840531612657006,2.9573480034854702,0.0,2.3747490495489076,5.240836098267528,6.964251452766842,8.058860126605497,8.295617630661104,9.303536737167345,80,0.5,1.0,577,37380
81,99421,14,529,34,2,36270,4,1659,30,1209,4,36262,4,0,30,0.21873031436401807,True,6.1289989122612845,2.833988192175498,0.22681776039133145,4.253669148322529,5.802629224072644,7.076379915911441,8.054961505734466,8.281239776681272,8.635214852218313,81,0.5,1.0,579,36270
82,99419,16,532,32,1,16370,1,876,30,546,1,16366,2,1,30,0.24479870686723018,True,5.26471441785001,2.1306329858517707,3.134081431998239,3.77327132775377,4.199397924924124,5.26471441785001,6.330030910775895,6.756157507946249,7.395347403701781,82,0.3333333333333333,0.9999389014480357,581,16370
83,99417,17,536,29,1,35580,3,1666,30,1186,3,35572,4,1,30,0.24593064262828665,True,5.2825806575897705,2.789318096391428,0.0,1.8523097231288548,5.304102942150827,6.261018197774203,7.02138212626221,7.2326286046845105,8.508213820406656,83,0.42857142857142855,0.9999718887920614,583,35580
84,99415,15,539,30,1,38280,3,1666,30,1276,3,38272,3,2,30,0.25846639938907745,True,4.364762700223661,3.0662047663430028,0.0,0.8429995102952302,1.4049991838253837,6.1147255862298895,6.6059415466709925,7.042823801759409,7.6981471843920355,84,0.5,0.9999477452056226,585,38280
85,99413,16,540,30,1,16164,0,809,30,539,0,16162,2,0,30,0.277659187904715,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,1.0,587,16164
86,99411,17,541,30,1,34680,2,1666,30,1156,2,34673,5,0,30,0.2807327622582722,True,6.621223086366399,2.6335081791082007,0.0,5.7514467816090855,6.078013912362793,7.313645647424736,7.650562399759081,8.51021785251365,9.871882236089764,86,0.2857142857142857,1.0,589,34680
87,99409,17,544,29,1,33780,4,1666,30,1126,4,33770,5,1,30,0.29658693856806173,True,6.965622296485354,1.9145376954552848,3.4431235312947672,5.483042950796372,6.842989230464108,7.2610891396064225,8.318889792948056,8.576141791014201,8.962019788113418,87,0.4444444444444444,0.9999703887951201,591,33780
88,99407,18,546,27,2,21563,0,1109,30,719,0,21557,5,1,30,0.27322116919688283,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.0,0.9999536135077466,593,21563
89,99405,18,549,27,1,39180,3,1666,30,1306,3,39168,7,2,30,0.29712712495084526,True,4.821420758900785,2.939933937560721,0.0,0.5266264147681482,2.6331320738407418,5.901676396542851,7.142294892160726,7.4335837363838095,7.678101624178916,89,0.3,0.9999489405157008,595,39180
90,99403,16,551,29,1,36480,1,1666,30,1216,1,36477,1,1,30,0.30977517859210646,True,3.0658626236215607,1.6582450536469948,1.6235864340756512,1.7921848584367737,1.9045838080108557,2.18558118194606,3.7870007183945154,4.427568532973897,5.388420254842971,90,0.5,0.9999725862163495,597,36480
91,99401,18,552,28,1,14366,2,599,30,479,2,14364,0,0,30,0.3379712220858749,True,7.1107205060134415,1.5347867132747428,5.575933792738699,6.0363698067211216,6.34332714937607,7.1107205060134415,7.878113862650813,8.185071205305762,8.645507219288184,91,1.0,1.0,599,14366
92,99399,18,553,28,2,39180,2,1666,30,1306,2,39175,3,0,30,0.3473167066763145,True,5.639356410741941,3.337621334071687,0.0,0.7026128909462244,3.5328736532480014,7.488139943945496,7.964551086700647,8.30207689134788,8.924246887900487,92,0.4,1.0,601,39180
93,99397,19,555,27,2,32880,3,1666,30,1096,3,32869,8,0,30,0.37996024100228604,True,7.256063323619927,1.2553309035975093,5.250839106013991,6.2157168515442125,6.858968681897694,6.978762593025101,8.466270260320334,8.569952546929205,8.725475976842514,93,0.2727272727272727,1.0,603,32880
94,99395,19,559,25,2,17965,2,779,30,599,2,17962,1,0,30,0.39126195036248507,True,6.349591330977298,0.1356038686069887,6.2139874623703095,6.254668622952406,6.281789396673804,6.349591330977298,6.417393265280793,6.444514039002191,6.485195199584287,94,0.6666666666666666,1.0,605,17965
95,99393,21,566,18,2,40170,3,1639,30,1339,3,40164,2,1,30,0.40978672540430106,True,5.073064750513073,3.254204604087643,0.0,0.13450673947580233,2.4772842581787917,5.991627806143472,7.539155827291918,7.684194022716934,9.060008478875185,95,0.6,0.9999751027013569,607,40170
96,99390,21,566,21,2,34680,3,1666,30,1156,3,34667,7,3,30,0.300589785436145,True,4.36082671712639,2.5868375213330186,0.0,2.2204345266216814,3.0711799560250754,3.729775548821245,6.12261148775997,6.913289164884891,8.408428583493393,96,0.3,0.9999134698586675,610,34680
97,99387,19,569,23,2,15184,1,717,30,507,1,15183,0,0,30,0.3265937168052906,True,8.273086799620087,0.0,8.273086799620087,8.273086799620087,8.273086799620087,8.273086799620087,8.273086799620087,8.273086799620087,8.273086799620087,97,1.0,1.0,613,15184
98,99385,20,574,20,1,32880,4,1666,30,1096,4,32869,5,2,30,0.2984291686736729,True,4.888515098152234,3.3447472096008526,0.0,0.0810511656860422,2.4712761595901647,5.185498389604232,7.863413984050534,8.4288703567497,9.01404273586647,98,0.4444444444444444,0.9999391560950381,615,32880
99,99383,19,575,22,1,35580,3,1666,30,1186,3,35571,5,1,30,0.321561667304976,True,5.070765008931015,2.3005355390184308,2.819340446935874,2.832766688227669,2.9344774458216856,4.400291690404687,6.832653744660979,7.617891876820055,8.715352432133743,99,0.375,0.9999718880017991,617,35580
