,p,sep1,sed1
0,0.0005,0.36,0.36
1,0.00056,0.5178571428571429,0.5178571428571429
2,0.0006200062000620006,0.6612903225806451,0.6612903225806451
3,0.0006500325016250812,0.6923076923076923,0.6923076923076923
4,0.0007100497034792435,0.7183098591549296,0.7183098591549296
5,0.0007600836091970117,0.6447368421052632,0.6447368421052632
6,0.0008001280204832773,0.5125,0.5125
7,0.000880158428517133,0.5454545454545454,0.5454545454545454
8,0.0009701940388077615,0.5154639175257731,0.5154639175257731
9,0.0010602438560869,0.4716981132075472,0.4716981132075472
10,0.0010204081632653062,0.39215686274509803,0.39215686274509803
11,0.0009505608308902253,0.3263157894736842,0.3263157894736842
12,0.0008206729518204928,0.18292682926829268,0.18292682926829268
13,0.000850740143925215,0.27058823529411763,0.27058823529411763
14,0.0008107783472133248,0.32098765432098764,0.32098765432098764
15,0.0007408297292968124,0.2972972972972973,0.2972972972972973
16,0.0007008410092110533,0.3142857142857143,0.3142857142857143
17,0.0006107756851201025,0.36065573770491804,0.36065573770491804
18,0.0005607626371865737,0.375,0.375
19,0.0005407624750898767,0.37037037037037035,0.37037037037037035
20,0.0005207655253222236,0.38461538461538464,0.38461538461538464
21,0.0004406698181235478,0.3181818181818182,0.3181818181818182
22,0.0004006209624918624,0.3,0.3
23,0.0004006209624918624,0.475,0.475
24,0.0003305122940557865,0.42424242424242425,0.42424242424242425
25,0.0003204839307354105,0.46875,0.46875
26,0.0003104408259728815,0.5483870967741935,0.5483870967741935
27,0.00029040947736308194,0.41379310344827586,0.41379310344827586
28,0.0002803785109898363,0.39285714285714285,0.39285714285714285
29,0.00026034365362278205,0.4230769230769231,0.4230769230769231
30,0.00025032041012495993,0.4,0.4
31,0.00026031758745669715,0.34615384615384615,0.34615384615384615
32,0.00022026211191317668,0.2727272727272727,0.2727272727272727
33,0.00023026019401924173,0.391304347826087,0.391304347826087
34,0.00020022425116130065,0.3,0.3
35,0.00017018039121468757,0.23529411764705882,0.23529411764705882
36,0.00015015465929907806,0.2,0.2
37,0.00015014564127203387,0.3333333333333333,0.3333333333333333
38,0.0001401219060582707,0.5,0.5
39,0.00012010088474318428,0.3333333333333333,0.3333333333333333
40,0.00010007605780393099,0.2,0.2
41,8.005603922745922e-05,0.375,0.375
42,7.004693144406752e-05,0.14285714285714285,0.14285714285714285
43,7.004412780051432e-05,0.0,0.0
44,7.00399227559709e-05,0.14285714285714285,0.14285714285714285
45,8.004162164325449e-05,0.375,0.375
46,9.004231989034847e-05,0.3333333333333333,0.3333333333333333
47,7.003011294856789e-05,0.2857142857142857,0.2857142857142857
48,5.001950760796711e-05,0.2,0.2
49,5.001700578196587e-05,0.6,0.6
50,4.00136046255727e-05,0.5,0.5
51,2.0006602178718976e-05,1.0,1.0
52,1.0003100961298003e-05,1.0,1.0
53,1.0002600676175805e-05,1.0,1.0
54,0.0,0.0,0.0
